Keyword,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49
best course for artificial intelligence,0.8456165,-0.14702715,-0.2898138,-0.053743556,0.04608174,-0.026616517,0.23810446,-0.20674382,0.13187447,0.024303513,-0.056804914,0.032158114,0.029189195,0.10490443,-0.029317027,0.029603451,-0.046144955,-0.025173793,0.071686916,-0.05077182,0.019838497,-0.031582523,0.059407864,-0.013450799,0.06451395,-0.0281347,0.012870217,-0.008832632,-0.020265026,0.034359656,-0.011150972,-0.045822065,-0.056759406,-0.031602893,-0.010701409,0.026993776,-0.0059352145,0.0025513803,-0.051077183,0.019441465,-0.04342183,0.021363966,-0.032487966,-0.0014632846,0.012211483,0.033360295,0.007851837,-0.00056384504,-0.020194242,0.022676174
ai for managers course,0.81978744,-0.037354507,0.043146588,-0.32519904,0.10053621,-0.13600542,-0.093448825,-0.036761176,0.024630759,-0.16253798,-0.016071424,0.15485238,-0.07430755,-0.13128217,-0.08373526,0.0414769,-0.14651452,-0.020811493,0.014656264,-0.029272862,-0.097238556,0.028457457,0.050393403,0.0030143496,0.11224058,0.01725616,-0.047072638,-0.084711745,-0.0525719,-0.013497632,0.044379186,-0.024571948,0.045595642,-0.017591413,-0.05007979,0.044274163,0.05006096,0.033984642,0.05426291,-0.05422724,0.060289472,-0.025104247,-0.033191867,0.076475516,-0.039300863,0.036913477,0.014227628,0.042183947,-0.02524546,-0.027577104
course on generative ai,0.84004426,0.47611108,0.021459345,0.04773497,-0.09678275,0.0021906358,0.069641985,-0.0966659,-0.0053594476,-0.039449718,0.0029309806,-0.010896521,0.03071031,-0.055484984,-0.054502703,0.022933712,-0.0034712504,0.041112825,-0.03425705,-0.008589762,-0.014392948,-0.00509756,-0.022407658,0.07423217,-0.019226262,0.044210378,-0.0054150405,0.032577686,-0.029409537,0.0331183,-0.0035628453,0.013201858,-0.012875205,-0.023737479,0.037644822,-0.002476474,-0.035820656,-0.035174914,-0.01919109,-0.059040666,-0.033942267,0.058887884,-0.018532116,0.014659716,-0.013882957,-0.03623593,0.0028132347,-0.0047858083,-0.03159984,-0.03330033
stanford generative ai course,0.8401296,0.417224,-0.024437614,0.07063374,0.026951604,0.06667855,0.08594894,0.000706365,-0.13299592,-0.13474119,-0.106894754,-0.077860765,-0.15398255,0.021815574,0.027951784,0.020389857,0.014767017,0.06341399,0.03334251,0.005868015,0.0024639382,-0.014902401,0.04010858,-0.045277033,0.027644135,-0.013531133,0.0067345304,0.025359908,0.0114523275,-0.0008501638,0.013393119,0.0013694961,0.031326313,0.04917846,-0.06283608,0.00805536,-0.010640129,-0.018859802,0.039813504,-0.0030664697,-0.028061084,-0.009745265,0.020291349,-0.0009882781,-0.0026495252,0.011399131,0.0077348324,-0.028328964,0.01313171,0.00893141
best generative ai courses,0.85714495,0.37499577,-0.121475264,0.06410139,-0.14164627,-0.13329178,0.0016540537,-0.07546206,0.061577424,0.038625244,0.023365542,0.08068194,-0.012320548,0.14233081,0.011449092,0.018159654,-0.04972159,0.004788213,0.07220237,0.028176852,0.025832074,-0.0031627775,0.036747437,-0.026605,-0.042947542,-0.078741446,0.022481441,0.016177602,-0.026121728,-0.011499697,-0.02316201,0.043659028,0.02635667,0.034943286,0.008761771,0.013679657,-0.011842118,-0.023264432,-0.027572516,-0.011559095,-0.008913661,-0.012959805,0.021958012,0.0019178714,0.0064002504,0.0149299,0.013221177,-0.013293257,-0.024944963,-0.00674194
ai certification courses,0.85295933,-0.34311557,-0.14246261,0.090114705,-0.1930786,-0.2115008,-0.06049136,-0.022146301,-0.0170011,0.06623805,-0.042563666,0.02301093,-0.008902016,-0.0084135095,0.022529667,-0.072074324,0.028238975,0.038055964,-0.037913848,-0.010056888,-0.0067391805,-0.0108969435,0.00076515554,-0.02659126,0.022731885,-0.008213235,-0.018972402,0.029070912,-0.023760311,-0.059125636,0.04222854,0.024856403,0.0610538,0.032663226,-0.0025505114,-0.023080574,-0.016223773,-0.015293079,0.049997866,-0.037741836,-0.004565675,-0.012121333,0.016168226,0.00405714,0.052499343,0.026482634,-0.009130187,-0.0045442088,0.01898912,0.015951578
course on machine learning and artificial intelligence,0.78756547,-0.17070995,-0.24358644,0.006745973,-0.015787069,0.14222026,0.18065025,-0.1328619,0.14112605,0.0072176214,-0.08339629,0.031696413,-0.104408465,-0.1575109,-0.05827221,-0.034017276,0.012771761,0.030823374,0.043399695,0.034550704,-0.005365078,-0.09911635,-0.15132038,0.13103943,0.07656437,-0.0034736942,-0.038428567,0.101704895,0.03300491,0.11583865,-0.0023283705,0.010024169,-0.061101306,-0.16900884,-0.047932487,-0.01777102,-0.0776482,0.023820482,-0.00469067,0.034743827,0.030343972,0.04844664,0.005810334,-0.04933846,-0.028020583,-0.09793216,-0.036564503,0.0586255,-0.025899978,0.039373327
artificial intelligence online program,0.67879266,-0.13957472,-0.0875893,-0.18813165,0.018089581,0.5739453,-0.07034014,0.19761457,-0.008368853,-0.08571899,0.047058657,-0.034156032,0.15346138,-0.023791723,-0.029155103,-0.08080686,-0.050861444,-0.043155394,-0.033676043,0.02816402,-0.017157048,0.007311336,0.073131375,0.06683635,-0.054701917,-0.06592749,0.03705454,-0.042250276,0.00023325207,-0.0013688835,0.018660825,0.023512846,-0.051425897,-0.017880633,0.055550523,-0.040427476,-0.040434692,-0.038166933,-0.045386504,0.03893813,-0.029173793,0.0062082103,-0.084020846,-0.008693279,-0.02621025,-0.0113780135,-0.03729953,0.0062750517,-0.061512023,-0.06566449
artificial intelligence master's degree online,0.68905425,-0.25058177,-0.1620167,0.12231408,-0.038149275,0.4250654,-0.24843092,0.02578518,0.21396779,-0.12454448,0.1526445,-0.016921446,0.008303619,-0.0070928363,-0.10220738,0.026469309,-0.0064650313,-0.03227817,0.07198036,-0.051868644,-0.011224015,0.03758974,-0.02055337,-0.029747391,0.0025022412,0.1054144,0.015282855,-0.02128755,-0.03212651,-0.012997569,0.074998304,-0.077725254,0.087402806,-0.07481092,-0.0383217,0.013225205,0.05450344,-0.021776447,0.029442567,-0.016695825,-0.030826129,-0.010989474,0.05035311,-0.010752972,0.12273762,-0.008803538,0.02979742,-0.013776613,0.0666293,-0.014587328
best course on generative ai,0.8336547,0.45907247,-0.022356397,0.029565481,-0.10529838,-0.036705464,0.10402362,-0.13197102,0.06205523,-0.01510115,-0.015345226,0.0056576733,0.016556934,0.06977711,-0.042978156,0.09069549,-0.08486071,0.042150848,-0.0135854725,-0.0068486063,-0.025653008,-0.006064676,-0.008578995,0.079922296,0.012355384,0.0007592614,0.014735537,0.009964821,-0.019121867,0.056072462,0.014088029,0.010514926,0.020421997,-0.041469473,0.023803227,0.014301974,-0.005077322,0.007579134,-0.0089813145,-0.02787166,-0.04649406,0.04063014,-0.021398189,0.022700818,-0.0144590745,-0.012341186,0.011274077,-0.023535732,-0.022491805,-0.042746633
ai strategy course,0.82846683,-0.05817672,-0.15506394,-0.21463616,0.1358832,-0.14374277,-0.026746811,-0.023136066,-0.049536042,0.0639045,-0.0091313645,-0.034398455,-0.024566405,-0.03770263,0.053680386,-0.03204015,0.047492694,-0.096341535,-0.06475139,-0.06532832,0.012317341,-0.026369523,0.03679166,-0.01780095,0.09089216,0.011575098,-0.13940449,0.05052919,-0.04487992,-0.02383822,-0.016877754,-0.10768304,-0.016274195,-0.07802393,0.20319937,0.048512626,0.07514359,0.0015796681,0.091555424,0.073200434,-0.016941095,0.02454551,-0.01876183,0.10772389,0.014282566,0.06575721,-0.06244326,0.10255301,0.047103178,-0.12359279
ai certification mit,0.78721803,-0.3797889,0.2158478,0.3351369,-0.0059562824,-0.07498074,-0.07954814,-0.008468517,-0.04422719,0.07754422,-0.033588152,0.09848561,-0.034053072,0.02551207,0.021819513,-0.02844417,0.05940947,0.05516062,-0.08070887,-0.03884003,-0.034452047,0.017263688,0.03665228,0.02993377,0.03739118,0.050729536,0.05127179,-0.0003851052,0.020176323,-0.03391079,0.043302413,0.042216696,0.06362296,0.026748372,0.018175581,0.01343593,0.033974133,0.03888616,0.0023971137,-0.015140077,-0.031649366,-0.0062268153,0.004857677,0.01216823,-0.011895232,0.04308342,0.013768753,-0.02364731,-0.013454658,-0.027246598
course generator ai,0.82956225,0.110845715,-0.15137579,-0.0665591,0.032865442,-0.12515184,0.006546026,0.223466,-0.12883492,0.013306987,0.056854002,0.0064386297,0.053346958,-0.09937937,-0.025378566,-0.083302855,-0.0776219,-0.18337047,0.054299206,0.019653808,0.0033982138,0.008827228,0.08465764,-0.0125065865,0.011027928,-0.10639841,-0.12203268,-0.095605835,0.040619556,-0.10705515,0.03499115,-0.0076729422,-0.011893346,-0.08067454,-0.11063998,-0.04343964,0.05193622,0.11725452,-0.006448831,0.039707646,-0.060928546,0.09271357,-0.02915871,0.023465816,0.09156073,0.018172558,0.04433124,-0.005536844,-0.03969981,0.0037619143
ai learning course,0.9102963,-0.09920129,-0.22794715,-0.12891844,0.049288504,-0.14017136,-0.035766236,0.008625567,-0.06293531,0.061360426,0.0028142913,-0.02171179,-0.0066073234,-0.12728916,0.047803093,-0.029837735,0.0015204861,-0.017446507,-0.08223825,-0.0674182,0.081209406,-0.021982543,0.09392552,0.029094605,0.015396604,-0.020528954,0.028487466,0.001086202,0.011684021,0.07579033,-0.0018120208,-0.0032254055,-0.015780842,-0.02655779,0.006514413,-4.546301e-05,0.020891756,0.015526233,0.0038616105,0.012209117,-0.027826363,-0.025443153,0.0432826,-0.011247842,0.009839949,-0.010372859,-0.016465226,-0.02030688,-0.00037094366,-0.0026307872
best ai learning course,0.87599224,-0.09661029,-0.27567127,-0.101084046,0.013969548,-0.14323781,0.0051055127,-0.087019086,-0.036795087,0.14361131,-0.0038760798,0.059583247,0.003828227,0.10641013,0.035978757,0.10289816,-0.04988793,-0.025431352,0.013176966,-0.009160556,0.052969594,-0.005385437,0.14443313,0.008257872,0.01651923,-0.070717305,0.03336126,-0.015160329,0.00058700406,0.09633091,-0.002961564,-0.014888646,-0.0041526775,-0.05986979,0.009099094,0.021642039,0.028464962,0.029740788,-0.053057138,0.02998145,-0.034222424,-0.0008102972,0.046059497,0.0024042397,0.053600006,-0.010158154,-0.011291815,-0.005563854,0.025718186,-0.008748551
ai courses near me,0.86064434,-0.15811726,-0.21045932,-0.082431495,0.057333138,-0.15168047,-0.12746419,-0.018902153,-7.4147625e-05,0.12188941,0.018941086,-0.032606017,0.021800088,-0.020071179,0.059701137,-0.05070766,0.015597491,-0.07315754,-0.011485305,0.022230662,0.06665796,0.09689849,-0.07956104,-0.060763657,-0.12639023,0.041510973,-0.0178207,0.06311052,-0.019344326,0.050680272,0.08461255,0.048501804,-0.0499966,0.0014509832,-0.09577085,0.008607138,0.002374324,0.00587317,0.0887417,-0.11006087,-0.004362929,-0.030749155,-0.02861909,-0.04078341,-0.05167887,-0.05544935,0.0095263515,-0.090359755,0.055607792,-0.01287793
best ai ml courses for working professionals,0.81814873,-0.15338399,-0.15462822,-0.10403845,-0.08364735,-0.1280324,-0.086027935,-0.14488776,0.07004578,0.11264084,-0.060651824,0.13169162,-0.104261726,0.06560044,0.10804323,0.16080429,-0.04567772,0.17116292,0.1085588,0.08083983,0.023509087,-0.056905955,-0.05597733,0.013727252,-0.01572842,-0.011047887,-0.03178423,-0.024218079,-0.029953625,-0.017952215,0.01630087,-0.00077821116,-0.018715737,0.15884382,-0.055892445,-0.051852636,0.027595123,0.06748341,-0.06492839,0.07991494,-0.010107279,-0.009387538,-0.06954964,-0.070222124,0.007149463,-0.028560745,0.081945464,0.035680756,-0.029014893,-0.045091078
ai related certifications,0.7847197,-0.4479147,0.113189474,0.07573465,-0.31220102,-0.109262876,-0.043417215,0.013918764,-0.051867183,0.012711745,-0.07404685,-0.015252784,0.04774832,-0.013208454,-0.01260205,0.0059204237,0.060830068,0.0366298,-0.063623264,-0.022522693,-0.03872002,0.023407847,-0.058030397,-0.034859262,0.014368766,0.0077294996,0.020059505,0.0038960816,-0.04655406,-0.013028402,0.076484255,0.051680714,0.04298712,-0.013253949,-0.022275278,0.0114403,-0.014501327,0.06418283,0.0590018,-0.0143976305,-0.04183961,0.0058311103,4.040758e-05,0.014716817,0.005697956,0.018256648,-0.008722082,0.024240246,-0.019611485,0.02201531
ai short course,0.771744,0.001640911,-0.039482564,-0.13641419,0.10171804,-0.026515562,0.01731247,-0.047617484,-0.24757633,0.103961416,-0.0142788235,-0.055936087,0.1450312,-0.1782267,-0.019116787,0.13744433,0.13419507,-0.0809094,0.02296385,0.036665894,0.0056235944,0.021364426,-0.015971089,0.08738646,-0.12764183,0.13861927,-0.002356619,0.055163074,-0.030064486,-0.06662237,0.028569253,-0.10060399,-0.1161243,0.04251431,0.10851268,0.1948821,0.017074667,-0.020833313,-0.02609798,-0.007019027,-0.08934985,-0.10599234,-0.12326861,-0.14418015,0.0035081413,0.06585618,-0.02830847,-0.059969723,-0.05069821,0.021717738
ai certification classes,0.81968355,-0.37158313,-0.053242862,0.11425466,-0.2194976,-0.18851303,-0.037870713,0.025580565,-0.08955654,0.06464256,-0.06505266,0.026187424,0.06487894,-0.036837135,0.020982048,-0.023027387,-0.0029513026,0.038810823,-0.031101128,-0.011839829,-0.06916612,-0.036776166,-0.05572444,-0.008753489,0.007003426,-0.078409165,-0.004935722,-0.05567989,0.05849426,-0.007638733,0.01632037,-0.00022974204,0.12479024,0.024878401,0.009416949,-0.07308623,-0.020240298,-0.056395084,0.098114,-0.027197586,-0.037416406,0.017685184,0.017979732,-0.012219246,0.017938128,0.01996969,0.003382063,0.031675216,0.013324392,0.0035619827
artificial intelligence master online,0.773684,-0.100038975,-0.064644665,-0.007922808,-0.015693132,0.4394314,-0.1583236,0.04258274,0.12133748,-0.054125708,0.11674805,0.09715808,0.103805125,0.01099909,-0.111593924,0.10209504,0.035451163,0.02673499,0.01788723,-0.019074278,-0.10507358,0.00052014284,0.053387757,-0.038220163,0.0055459654,0.09916203,-0.050467685,-0.026158305,-0.039035693,-0.026638329,0.08158667,-0.08445734,0.0483725,-0.059500918,-0.019801676,0.09286672,-0.01954291,-0.008052063,-0.017576907,-0.03400046,0.020547435,-0.024731545,-0.014229719,-0.026153056,0.05566191,-0.088519976,0.11255008,-0.027150672,0.038531575,-0.027663982
generative ai online courses,0.8214823,0.33684897,-0.2664833,0.037333924,-0.120800495,0.12551728,-0.27479103,0.091604486,0.044136267,0.0038939875,0.039446846,0.02951733,0.038881417,0.035125937,-0.07174512,-0.037680753,0.02988758,-0.013785955,-0.02009548,-0.002366279,0.0051667257,-0.01016665,0.011388076,-0.014768439,-0.03372625,-0.03292926,-0.00986547,0.010062584,0.016763963,-0.025550453,-0.014212068,0.043379247,-0.017443893,0.023393324,0.022119688,-0.0017968558,-0.009411636,0.0077055804,0.0016789789,0.0025869284,0.0049632504,-0.01322631,0.01782983,0.02530327,-0.023521934,0.016048972,-0.015459843,-0.008130828,-0.010802942,0.00630665
ai for executives course,0.81482774,-0.10857917,0.10849265,-0.35483542,0.13505977,-0.195043,-0.124151595,-0.08213554,-0.003494162,-0.23003641,0.07446405,0.08602009,-0.033788588,0.0029765866,-0.069193274,-0.042166967,0.012499757,0.015508813,-0.031799484,0.0823617,-0.06931131,-0.0042768857,0.0642623,0.02703653,0.048191432,0.007873222,-0.048417296,0.00015423252,0.0019140283,0.020944059,-0.018838398,0.017252464,-0.017532764,-0.0068694134,-0.064402,-0.022192858,-0.03889655,0.0074844533,-0.02066414,-0.008166464,-0.015185137,0.0038679505,-0.023552988,0.022872854,-0.042112954,0.0033001988,-0.007278994,-0.0070320545,0.023169246,0.007266372
AI for engineers,0.7515768,-0.07828254,0.19026123,-0.18514927,0.10128366,-0.045495514,0.19315292,0.11229476,0.025194675,0.037242405,0.11482437,-0.06344336,-0.14189991,-0.122637,-0.09151874,0.23373422,0.08734191,-0.04138898,-0.07897008,-0.039009996,0.011741026,0.074652806,0.081635185,-0.04814687,-0.16538855,-0.048381142,-0.052706543,-0.032029297,0.050427984,-0.0989366,-0.011835965,0.13149571,0.06892703,-0.014304076,-0.039193112,-0.055890977,-0.0005702884,0.18378575,-0.10217812,-0.096115276,0.0068930094,0.066377476,-0.080203906,-0.011621656,0.01615147,0.032816093,-0.06202858,0.03864699,-0.015781932,0.052818038
learn how to program ai,0.7870191,-0.008008535,0.045691874,-0.30591342,-0.016874613,0.0015260497,0.18858123,0.14731388,-0.07206896,0.0838087,0.10252896,-0.086568944,0.029987857,-0.06260141,0.09440263,-0.04422381,-0.055386465,0.096492864,-0.15102519,-0.066415034,0.06637767,-0.031304333,0.20994698,0.07479473,0.014088884,0.06078977,0.14093763,-0.06913649,-0.047003586,-0.014582308,-0.0010334522,-0.03520047,-0.080512695,-0.018526014,0.030211966,-0.05674594,-0.042572714,-0.008108283,0.06827964,0.075065106,0.021541076,-0.06409069,0.0670856,-0.004456278,0.021842519,-0.084851064,-0.012490038,-0.112721905,-0.011543132,-0.04064022
generative ai course,0.8784489,0.43652418,-0.040398054,0.045388687,-0.055864573,-0.08197572,0.03637493,0.015240949,-0.064254135,-0.03393772,0.0023950373,-0.0038135664,0.042040404,-0.050118964,-0.029798355,-0.022882737,-0.00053589063,-0.04063788,0.007866605,0.0023898715,-0.0041390033,-0.013618108,0.04526307,-0.019281847,-0.032690912,0.032388665,-0.012852102,0.0063168034,0.00011450406,0.03429172,-0.007074458,0.0029855303,-0.012306628,0.01841292,-0.005232131,0.0009153259,0.007576818,0.010765363,0.017686198,0.0041250833,-0.034993388,0.004855524,0.022050425,-0.016302535,-0.012260529,-0.00065783673,0.016817417,0.005419542,-0.011141701,-0.013601072
courses on artificial intelligence,0.8407419,-0.17337964,-0.30295587,-0.028949684,0.0424296,0.075863905,0.18460494,-0.2032957,0.15059437,-0.027581,-0.025617015,-0.052834097,0.0028334726,-0.02675619,-0.02513425,-0.14224823,0.0126772085,0.008804035,-0.033505652,-0.019780414,-0.00061158504,-0.048888598,-0.09101893,-0.028757261,0.009669107,-0.031369828,-0.04735584,0.03231588,-0.021040801,-0.06999635,-0.05213439,0.0029197123,0.0035839467,0.027803862,0.012189408,-0.0012677722,-0.05252286,0.003047835,0.018381994,-0.029812654,0.020467,0.007745048,-0.032410122,0.018572455,0.01910312,-0.016694069,-0.019237958,0.03309862,-0.0623303,0.023342745
artificial intelligence training,0.81984276,-0.14663228,-0.055421006,-0.13241316,-0.029096916,0.11560068,0.18348874,0.10127508,-0.071678065,-0.010608753,0.06265581,0.21810429,0.016500272,-0.18158266,0.03834661,-0.057849336,0.016228024,-0.0013841558,-0.091899306,-0.09179368,0.0789035,-0.07700545,-0.03347208,-0.1397646,-0.03194655,-0.11138525,0.061072573,0.0043461523,-0.011217984,0.049340006,-0.06428016,-0.050048374,-0.12951681,-0.0037224174,0.043306097,0.023395212,0.10936046,0.030131245,0.038371414,-0.010822485,0.05901289,-0.083414905,0.049587715,0.036003627,0.0650238,-0.0052377,0.024568576,-0.002985613,-0.06058412,0.009360028
ai generated courses,0.9002735,-0.0071077184,-0.17959626,-0.07995026,-0.009906056,-0.17734697,-0.093570784,0.075799756,-0.0351609,0.06368919,0.015664147,-0.037857205,0.017017312,-0.077496685,0.06475075,-0.14892434,0.00569473,-0.09522773,0.008147897,0.011819326,0.020147549,-0.009015042,-0.031058494,-0.026806004,-0.03484081,-0.11257991,-0.0027155564,-0.03184131,-0.032370504,-0.10726408,0.05993022,-0.0066616717,0.0025066568,0.017111178,-0.056755498,-0.0032920765,-0.0051842737,0.009549139,-0.020422531,0.01902427,0.0069728815,-0.014611038,-0.044599343,0.07172336,0.058167797,0.051341623,-0.029338017,-0.04728377,-0.014872076,0.037213616
courses about ai,0.8981214,-0.10365126,-0.2502915,-0.13721381,0.01851493,-0.12245849,0.010477197,-0.17449392,0.033986818,0.07306186,-0.025186094,-0.06987222,-0.009991743,-0.041202225,0.03171861,-0.02046346,-0.013324373,0.06418729,-0.11042469,-0.048072174,-0.005850636,-0.010633034,-0.039806973,-0.00018940642,-0.017873049,0.016905189,0.0016840358,0.020980213,-0.04761477,-0.06831507,-0.014445566,0.039252568,0.059819806,0.014508387,0.02096099,-0.003118495,-0.028631639,0.01283153,0.027093701,-0.037944123,0.029004391,-0.012491292,-0.015857447,0.013077269,0.009131994,-0.016650325,-0.011522252,0.00042432602,-0.017828729,0.011788606
AI for business,0.7028637,-0.15994132,0.4126879,-0.42012605,0.036987644,-0.01645363,-0.12502225,-0.0664208,0.038596988,-0.031986352,-0.097619966,0.00019941373,0.11750609,-0.0546853,0.008762834,0.10071564,0.046150982,-0.07140647,-0.0002538902,-0.0634721,0.073555544,0.038901813,-0.020263877,0.052019026,-0.07960106,0.0146893645,0.08537284,0.05036294,0.062476337,-0.015938237,0.05689903,-0.03414139,-0.06411819,0.014094571,0.017692154,-0.068253934,-0.031336717,-0.0053378623,0.03736596,-0.0326535,0.019753916,0.067258805,0.010752629,0.013347348,-0.0051444056,0.06935859,-0.03749572,0.039459787,-0.026220582,0.01252025
ai for enterprise,0.685109,-0.19303286,0.37100032,-0.40367267,0.08468097,0.055558268,-0.031406544,-0.017232465,-0.03395592,-0.08554707,0.042307764,-0.024154637,0.13769312,0.04201655,-0.004810987,0.16414174,0.075079076,-0.08251746,-0.078119025,-0.028824707,0.17389354,-0.08824175,-0.10031503,-0.026225379,0.030227842,-0.017158987,0.013095118,0.07515094,-0.011521221,-0.007778584,-0.05173034,0.126106,0.04256955,-0.0058858097,-0.06311696,0.05644739,-0.03459935,-0.067395896,-0.006957035,-0.0152009465,-0.062390335,0.0048492257,0.012902429,0.017068334,0.01564302,0.022565063,0.031790283,-0.013808753,0.058034033,-0.06330269
best ai classes online,0.8027693,-0.050309174,-0.29980293,-0.11931237,-0.0359742,0.1606598,-0.2173786,-0.020811722,-0.04514553,0.17549524,0.022856507,0.04630585,0.12270128,0.1363015,0.016770752,0.16766341,-0.013819835,0.047672525,-0.004650991,0.013348548,-0.06895298,-0.034290504,-0.006648886,0.03483229,-0.057163622,-0.11395194,0.033752557,-0.12529115,0.087129995,0.010502518,-0.08028447,-0.011511799,0.09576317,-0.037901696,0.020823386,-0.0075253863,-0.0011059081,-0.029779863,0.023229413,-0.007199892,0.029361252,0.042677816,0.026803061,0.015885156,-0.03804868,-0.008560155,-0.017930804,0.022307532,0.02026467,0.019709641
artificial intelligence workshop,0.70040876,-0.0033302067,0.02534071,-0.12929162,0.071352646,0.22076295,0.2792619,0.12147725,-0.15401377,0.024536848,-0.019598067,0.09770053,0.2254384,-0.035046086,0.12327016,-0.10244117,-0.04782918,-0.10935984,-0.053967122,0.063757285,-0.07586767,-0.029051498,-0.0148736695,0.02161904,-0.02013852,-0.03152721,-0.13537602,0.056980245,0.16515289,0.025498247,0.2115785,0.10029644,0.019776471,0.0897512,-0.020279588,0.08657727,-0.12093054,0.10756188,-0.06958444,-0.01534237,0.117915355,-0.1035873,0.065982394,-0.017257059,0.09026115,-0.053844884,0.029886248,0.09733031,-0.0025274844,-0.030469783
python and ai course,0.80860376,-0.10690158,-0.17703341,-0.14402686,0.06252011,-0.0047388966,0.16009411,0.018891787,-0.10953764,0.039741054,0.0034775224,-0.10627954,0.08298756,-0.083756186,0.01940268,0.042553555,0.05444266,-0.015182684,0.03174524,-0.09401671,0.08593339,-0.0069553815,0.15787816,0.08156132,-0.043347422,0.13483769,0.00434707,-0.015389821,-0.11228057,-0.07692749,-0.043774463,0.11978764,0.040033914,-0.04174433,-0.10650061,-0.044756267,-0.021374615,-0.11509175,-0.076281965,0.07428493,-0.08629952,-0.042636376,0.040821116,0.043409243,-0.06360315,-0.026362535,0.1299056,0.13924293,-0.0015325062,0.09509274
graduate certificate artificial intelligence,0.77384305,-0.3639552,0.091190524,0.21917163,-0.07670404,0.13342366,0.10847418,-0.017092537,0.040809788,-0.21835606,0.089597665,-0.057231277,0.01841203,-0.0027247171,-0.02124248,-0.0673853,-0.15645605,-0.11674957,0.10519676,0.0006793686,0.074216515,0.029558707,-0.035018295,0.047208846,-0.06894076,-0.044880237,-0.042330287,-0.052643873,-0.059594452,-0.03771167,-0.060715307,-0.025401177,0.05881342,-0.0068681394,-0.017859995,-0.034576874,0.06009365,0.013992523,-0.04919542,0.06388861,-0.034933526,0.014993548,0.0432917,-0.05848868,-0.036454875,0.026165666,-0.058515735,-0.00356503,0.023255624,-0.053960055
generative ai course stanford,0.8492906,0.43963647,0.00076754997,0.06522942,0.01054884,0.036942318,0.085195705,0.017793544,-0.12497601,-0.120145656,-0.083063506,-0.05698432,-0.105646834,-0.0002851367,0.017887343,-0.0006730128,0.026396083,0.03362896,0.045725983,0.024065843,0.0019907537,-0.008968467,0.038886007,-0.057380907,0.010694742,-0.01459169,0.01347439,0.0049384385,0.008684409,0.012837467,0.012547245,-0.018946638,0.020099051,0.030989718,-0.051792238,0.0064972076,-0.003738736,0.0039228853,0.033307184,-0.0006432043,-0.038716618,-0.007419865,0.035332352,-0.009137094,-0.0123157315,0.0155485,-0.0009452669,-0.035355333,0.0008521344,0.00078002777
generative ai course online,0.85625666,0.3770703,-0.19802321,0.009904644,-0.08453697,0.114649415,-0.13393146,0.063197196,-0.0015581389,-0.019144956,0.009219672,-0.030335814,0.03722563,0.026363268,-0.06655678,0.0033834858,-0.010800001,0.006322031,-0.078382745,-0.018846247,-0.012775566,-0.027665704,0.06889289,0.014935593,-0.0031570126,0.03387824,-0.024404109,0.01578872,0.06978509,0.02807483,-0.013454048,0.05078928,0.01796683,-0.0001875453,0.011009744,0.03879586,0.0072604623,0.036169507,0.0110978745,0.019324498,0.013204497,0.026716365,0.0429151,-0.011068526,-0.06988011,-0.016953494,-0.001343062,0.008007176,-0.016819963,-0.007691679
ai courses for executives,0.83529747,-0.15847939,-0.026968405,-0.25859895,0.056675725,-0.25149134,-0.13574418,-0.15438436,0.0672815,-0.13041146,0.08148944,0.07523758,-0.092085525,0.045375325,0.018210951,-0.104852736,0.01644624,0.0771541,-0.021848045,0.08573244,-0.035884496,-0.03654376,-0.005863202,-0.022971867,0.02633152,-0.029402478,-0.051015515,0.068597876,-0.014070882,-0.053164687,-0.032401554,0.0076776813,0.027355218,0.033653237,-0.020133143,0.021501066,-0.06699906,-0.03804231,0.013591232,-0.016399117,0.009151785,-0.0055949576,-0.020564796,0.0017299452,0.028471958,-0.028955705,-0.012362538,-0.03349513,0.03169834,0.036027323
generative ai fundamentals course,0.83622795,0.40928668,0.022141935,0.01346023,-0.047828313,0.004362834,0.12008817,-0.046480417,0.00026302377,-0.052956488,-0.0121548865,-0.1024347,-0.026542153,0.016799094,0.019054743,0.013714099,-0.040627178,0.05496302,-0.07249872,-0.019798823,-0.03758731,-0.025008027,-0.047984622,-0.009916759,-0.008372551,0.116335444,-0.025315981,0.010879137,-0.030155752,-0.03468982,-0.055492975,-0.01003693,0.043932334,-0.039049197,-0.043062862,0.0021445046,0.09490601,0.004852433,0.015161255,0.042205315,0.0959602,0.02956134,0.090163626,-0.0871117,0.035375357,0.09520501,0.07991603,0.07061084,-0.006933089,-0.018919343
