feature,weight
Avg_ CPC,9.79705126878157
bert_33,-177.45901149182032
Avg_ monthly searches,0.0030555137626137254
days_to_next_course_start,-0.2494665225412804
bert_3,-77.88044698497274
bert_4,-54.995876840032764
bert_28,198.45735330222772
bert_44,70.0192386994786
Competition (indexed value),-1.0608407696653581
