feature,weight
tfidf_46,102.49542819294479
tfidf_15,-59.19608148774052
Avg_ monthly searches,0.003484468858421559
tfidf_34,89.56453306733276
days_to_next_course_start,-0.24678913381886014
tfidf_23,110.37761750446002
tfidf_25,93.23488386380333
tfidf_42,268.3898123059191
tfidf_27,123.36448290119188
Avg_ CPC,9.958956521363232
