bid,keyword,region,match,active,predicted_conv_value,predicted_clicks,predicted_profit
2.2650009999999985,generative ai fundamentals course,B,Exact match,1.0,1118.4939864864868,1.2949421141602784,1115.5609413029717
2.2650009999999985,generative ai fundamentals course,USA,Broad match,1.0,1118.4939864864868,6.051110740063273,1104.7882146091329
2.2650009999999985,mitx,USA,Broad match,1.0,1118.4939864864868,4.839312829127636,1107.5329380892
2.2650009999999985,mit,USA,Broad match,1.0,1118.4939864864868,22.450534180728845,1067.643504116602
2.2650009999999985,generative ai fundamentals course,C,Broad match,1.0,1118.4939864864868,8.272037757621208,1099.757812693437
2.2650009999999985,machine learning engineer training,A,Phrase match,1.0,1118.4939864864868,4.958590813511713,1107.262773335292
2.2650009999999976,graduate certificate artificial intelligence,A,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,bootcamp ai,C,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,best course on artificial intelligence,B,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,python and ai course,USA,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,best place to study artificial intelligence,A,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,best course on artificial intelligence,A,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,python and ai course,A,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,python and ai course,B,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,graduate certificate artificial intelligence,USA,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,graduate certificate artificial intelligence,USA,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,best course on artificial intelligence,A,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,courses about ai,A,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,courses about ai,USA,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,course generative ai,A,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,courses about ai,USA,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,ai for executives course,C,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,AI for engineers,USA,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,AI for engineers,USA,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,AI for engineers,A,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,AI for engineers,A,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,courses on generative ai,A,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,AI for engineers,B,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,graduate certificate artificial intelligence,C,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,generative ai course online,B,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,AI for engineers,C,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,generative ai course online,A,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,artificial intelligence online program,B,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,artificial intelligence online program,C,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,artificial intelligence online program,C,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,coursera generative ai,USA,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,best ai classes online,USA,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,best ai classes online,USA,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,best ai classes online,A,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,best ai classes online,A,Phrase match,1.0,71.14889527027029,1.0,68.88389427027029
2.2650009999999976,best ai classes online,B,Exact match,1.0,71.14889527027029,1.0,68.88389427027029
