tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,Keyword
0.6897352338104683,-0.17744503334201953,-0.3070565876806683,9.049307128619621e-05,0.13178665898477587,0.0520534853942697,-0.028550068376366942,-0.21291913559407014,0.030491529477418407,-0.025192201067516965,-0.034296544399377675,-0.007743513334080094,0.021918311716791396,-0.040174941520966075,-0.06252180831661021,-0.11525541499059139,-0.049830857395930815,-0.03779621996920311,-0.10942868168903261,-0.07642465356820624,-0.04590352439446488,0.10764629250676692,-0.041396333634294735,-0.06988280887568099,0.020688503902549255,-0.19291240701665138,0.02008452944216618,0.09327281511515498,-0.0021151777727655176,0.10431715835008006,0.11867622886548203,0.10075915979531513,-0.1042794035264924,0.031882308763926386,0.12056183130042455,-0.028837921393452835,0.25327888182165403,0.03791532904331911,-0.0026135394288114185,-0.06320288861742464,0.03178959684519908,-0.1268896734564905,-0.03601212318332242,-0.07469328008321757,-0.0019067413883820739,-0.023810412821078708,-0.045356291805743354,0.011816277081397295,0.02658104744807581,0.02753628560969471,mit generative ai course
0.1332385671571625,0.5381042552819113,0.0243651425205232,0.1783853457014964,-0.03416664375648148,0.19010806978596304,0.061180562077476054,0.04128630113502854,-0.01987297139419101,-0.0365506317747377,-0.028489536936309227,0.010704221993221387,-0.06509723580176234,0.032011185775244116,-0.030856906010363342,-0.07154629481649039,-0.04644746996365313,-0.053727378131240455,-0.0023132935887367964,0.023871573535657113,0.049089741038017894,0.028670374559827485,-0.029261351604548493,-0.03163226821590788,0.05419396206559753,0.019041370871577642,-0.053842527682547,0.02511393952345496,-0.09505591889150426,-0.0641692633034476,-0.022443361781402143,-0.10986393959156943,0.01488915770379876,-0.07428920664258905,0.08501852049182258,0.004820066094114766,0.0174819011248553,-0.11823790304105801,0.007976003848754376,0.05606247541117564,0.26715696947291295,-0.16114401907702602,-0.003264411101496292,-0.014039913520909693,-0.02469970573559513,0.008719451109118998,0.04551597414000304,0.035343809666735865,0.07780697805821364,0.004983795256869043,certification for artificial intelligence
0.09141852597053733,0.340656803181938,0.009734172982870173,-0.0472037813779348,-0.05372803698089434,-0.011405892432328181,0.003212963561292118,0.008581221081854551,0.1353458679301275,-0.01376148001979854,-0.15804781167911972,0.24085265027026387,0.013065592150257509,-0.06345194174129008,0.018141787625884975,0.12649250896742753,-0.0426136091282984,0.05370524948308464,-0.04692958048284825,0.021826974105193048,-0.0006550326706169368,0.0006987968134631271,0.0025877985900189153,-0.019325294371094037,0.030511378771335158,0.014682086604031927,0.02458686838726682,-0.03744857925378182,-0.07860220024121675,-0.08589904278658661,-0.030611065675087236,0.07871537346727753,0.002513039184172722,0.15559937669681767,-0.033843608674154216,-0.26096487534492546,0.27173621307046203,-0.16678604701445776,-0.15683827812219683,0.24843973030900077,-0.07369729371874956,0.23779733126122338,0.012775093857511067,0.073445078391449,0.05186275483278841,-0.014891272390444379,-0.0010094022041284853,-0.005243553663077986,-0.03472659661259005,-0.03638947769953412,best place to study artificial intelligence
0.3771245901246447,-0.0815655028179465,-0.031814948672916496,-0.06598787859551127,-0.1112665284757347,0.01962701697033168,0.09369772279843036,-0.03513660826656323,-0.05628234767849959,0.06154432882975926,0.0853180084446699,0.03287231807988068,0.11161736579852656,0.052383286763076194,-0.03400393493601941,-0.012226342736345553,-0.008737004276057786,-0.16748568579000755,-0.03597163491829808,-0.028449165168737668,0.05604820068085448,0.06656587202439289,0.05859785416171004,0.22445805542283878,0.16523507180696473,0.24253226780005288,0.5419261330731984,-0.0599857212622289,-0.12656826867831117,0.05739023295291598,0.07542093795451899,0.009708314288367902,0.006307167564795683,-0.09765844450140682,0.07383454459813134,0.010104628326731351,-0.0358942431264273,0.015346753683169581,-0.0002408311171386516,-0.003117950346883138,-0.01048746305272262,-0.005158586316319847,-0.0015227577220389608,-0.009165345280121539,0.02016509769297703,-0.045423812052850905,-0.009228874022642053,-0.011766049140961852,-0.00019403357298449896,0.009676042109717764,generative ai training course
0.500447306240378,-0.1587001057632947,-0.16712990457476382,-0.060879246164819815,-0.17196579315293986,0.058450262516083235,-0.037178431185032515,-0.016240321964894305,-0.01870488185993217,-0.03944250543783598,-0.06499890687902199,0.04711743031116284,-0.03714572343598405,0.016247866188183708,0.006378631817792041,0.026263630702808016,-0.13748110680484318,-0.06202768204721621,-0.05626483882611575,0.011061626324102247,0.03655624089364883,-0.02876657060114626,0.02321847126301539,-0.059451176814737376,-0.01875917707634931,0.013090934797876564,-0.029240459415347687,0.014298273462769979,0.013529291733201299,0.047109788364531516,0.047546448770271685,-0.04170106329473623,-0.0640614467898944,-0.05329703244300061,-0.06891433695416248,0.08794654928220783,-0.054881777252574,0.0723397277379162,0.14123694967125786,0.031950940821285315,0.05062946573609615,4.471962892669233e-05,-0.013120393760415969,0.009659252575335595,0.016524820954405994,0.0020135418677917887,0.054010408400969497,0.016102183834113257,-0.12775557979504795,-0.07061942740670525,google generative ai course
0.2550462942050845,0.5443765978810936,-0.26935390090856287,0.05459691679741815,0.12296475493037468,-0.08451623013639238,-0.10559102826108835,-0.1959300994289026,0.05942910956923702,-0.05305929398514126,0.04466242186520033,0.05059409083690243,0.0317026306471049,0.0661689771643248,-0.0793737979532806,-0.10761742835040072,0.06317144584302754,-0.011657702266328892,-0.012710957859730952,-0.03892653803164072,-0.04853395588109844,0.027247023941919624,0.008845696964760142,0.17440620793216643,-0.3754555598953008,-0.07394960600471841,0.1360943001712988,0.09487379240057876,-0.019013785672935983,-0.045770009245276584,-0.20640985014427093,0.13473830035979492,0.09204570044128228,0.15902354157187168,-0.1359009288812104,0.11440169264267937,-0.04899040198035391,0.1252015030443228,-0.0003915919139190656,0.02087133540866006,-0.007478088706939388,-0.0379895141224858,-0.0019055973953769649,0.03233016034223398,0.0007100487223963535,-0.06270765335199391,0.05039359103932027,-0.016687383384122637,-0.09324441741667434,0.020604840182913635,mit artificial intelligence course
0.45244504144817443,-0.12450468075846216,-0.14484692854976816,0.011550359829073563,0.13721450880379557,-0.16477826459189857,0.36555129122483787,0.3647200178639234,0.08916621676500565,0.0811956916121971,0.026635470609479146,0.04427013507550206,0.01917768965856842,-0.09064812370635097,-0.11671030589765233,-0.11626435022545303,-0.05771535063919482,-0.08408764328941293,0.03478634401004513,0.008130637259190939,0.006424489493066881,-0.018638266421444494,0.008373026066317027,0.06313787047697639,-0.042928501837939996,0.004660293394682874,0.026373895817746282,0.03927068260525435,0.025566867159090737,-0.0456423099966462,-0.044205657707368645,-0.13783523857857505,0.0064350910400817266,-0.010699959237850762,-0.0923014250249323,-0.029168592362972142,-0.017132757184823922,-0.0631989546697624,0.08589436979002263,0.05306690090767095,-0.07382422005077793,-0.008820440500210842,-0.0010464315128115914,0.018502653331382908,0.0008690000210434578,-0.05101429420551747,0.05166361967823419,-0.005436717988224139,-0.0017802059615413266,-0.04317604119398952,generative ai certificate course
0.19308120194617798,0.4972586583390901,0.20966829475831095,-0.1590055161309502,-0.0639249839161456,-0.12053138727417,-0.0288061508537569,-0.012370649535013708,0.3333748643512767,0.13668308696169468,0.044820915288579205,-0.24229076128160476,-0.12114980529521725,-0.07490502637831425,0.06642046650591185,0.07736846803123293,-0.027819715404822854,0.08064978184328829,-0.08458732556667055,0.015288921579975995,-0.006488202749038424,-0.025475348927852068,0.051285231704839146,-0.02903092249406003,0.048765865888234824,-0.009291132598773922,-0.04571339934640799,0.04271660598374424,-0.11462477022797732,0.048351288053159275,0.18686567628626638,0.18528630367133922,-0.15564491951019757,0.049318487047713036,-0.1781326831626624,-0.04177036885266708,-0.04306435663386125,0.0451915171399034,0.1419248082368688,-0.034909956542709654,-0.11301948189470938,0.025396984597918122,0.0032387482199048843,-0.0771167061033907,-0.004636705876436023,0.04073810008072165,-0.13828846904464923,-0.024976145396167028,0.06491408151946147,-0.02887730964956106,best courses on artificial intelligence
0.4595048776827305,-0.04393296554179541,0.4214226647482562,-0.21843010328389198,0.04055968092569104,-0.17535199088621936,0.11123552254925048,-0.1177777745611703,-0.18157765490879466,-0.12111755481403592,0.011405112276332221,0.018127801908614283,-0.059619145808794356,0.04390467545241546,-0.00968399203507568,-0.0688319532822659,0.02440406958900676,-0.0986143851273214,0.06823118723547836,-0.045920421588080046,-0.03669574624079386,-0.04308413975761226,0.07301259413803354,-0.02622834722810678,0.012734995887732872,-0.012627519476926426,-0.016089420556177833,-0.03009659257842042,0.1706458749811585,0.04668809967300283,-0.033848039070106924,-0.06364632452459448,0.05458310942062976,-0.036296174197110946,0.010861386296285906,0.08080380247709285,0.04275973021251003,0.04000293012922827,-0.01403116410858606,0.07083418760576923,0.018947943353391197,0.021629555422016986,0.010232924744557125,-0.013077146331197314,-0.013905837190306372,-0.05084918126407063,0.016566207152984444,0.0005065111699314489,0.02246132374199275,-0.06413507276143486,generative ai courses online
0.39712311800782674,-0.1058632968561808,-0.030722391540613028,-0.06555110921039452,-0.10188039794376154,0.04972561107688933,0.15002536121354695,-0.008357437500684912,-0.01599605571729309,0.10782198929700891,0.08848480679762337,0.08043869620498142,0.07320410683725796,0.35430925654271217,0.15974301794556564,-0.12008513016495027,-0.10972988894815108,0.18880795000937237,0.03153762844139591,0.07370874539270754,-0.05413058271106756,0.03177436306288266,-0.03551038238157363,0.07801319888453404,-0.0737780951963627,-0.05903038483239194,0.03825257860207677,0.059162392853558,0.0003055793948886264,0.05150718449068154,0.006386711490197027,-0.07218837484001346,0.13763414944823976,0.05471795187134631,-0.01980965903920279,-0.15704715525111512,-0.09087587676728652,-0.20007807692164128,0.15026114045797612,-0.11347485438744576,0.13879909552985653,0.16609077028240546,0.0029075425124830178,0.0053626272820449,-0.02076073196818383,-0.20300613363751535,-0.17905201183857727,-0.06049088013534939,0.027823996177582595,-0.04108125488339047,course in generative ai
